"metric","value"
"n_cells",3850
"spearman_rho",-0.32136099767493
"spearman_p",3.30935089273312e-93
"bin1_3_mean",0.0297648968847035
"bin8_10_mean",0.00124967339787066
"gam_edf",8.2091938059625
"gam_F",33.0863347734153
"gam_p",0
"gam_adjR2",0.0764102359937793
"gam_dev_expl",0.0783800794258213
"linear_vs_gam_p",5.83186312437651e-45
"gam_peak_pts",0.55310621242485
"gam_peak_value",0.0848757674708036
"breakpoint_pts",0.44771998620598
"davies_p",3.17639575544514e-31
