"species","n","DriftIndex_mean","hybrid_pct"
"Mouse (healthy)",21318,-0.0591596865087278,9.56937799043062
"Human S1",768,0.0128650786380303,37.109375
"Human S2",1708,0.0219261315929092,55.9718969555035
"Human S3",469,0.00990429366620398,42.8571428571429
"Human S4",905,0.00758908036216787,35.3591160220994
